episode,source,prefix,completion,valid,attacker_reward,defender_reward,loss,baseline
9494,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3218
9495,random,PATTERN SPREAD SPREAD FAIL SPREAD,SPREAD,1,0.1379,-0.1379,0.0015,-0.3126
9496,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3139
9497,random,ACTIVE BIRD BREAK CLEAN OUTCAST CROWD,BURN,1,0.2166,-0.2166,0.0004,-0.3090
9498,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3105
9499,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3119
9500,random,OPTIMAL,PATTERN SPREAD,1,0.3209,-0.3209,-0.0197,-0.3123
9501,random,PLAN SPREAD SPREAD,SPREAD,1,0.1007,-0.1007,0.0015,-0.3017
9502,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3036
9503,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3053
9504,random,CHANCE SPREAD GROW SPREAD SPREAD SPREAD,SPREAD,1,0.1509,-0.1509,0.0011,-0.2976
9505,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.2996
9506,random,DENSE CAR FALL FALL SEE POISON,FALL,1,0.2539,-0.2539,0.0045,-0.2973
9507,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.2994
9508,random,WOOD,BURN,1,0.2030,-0.2030,0.0004,-0.2946
9509,random,TIME GROW SPREAD GROW FAIL SPREAD,SPREAD,1,0.1672,-0.1672,0.0005,-0.2882
9510,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.2907
9511,attacker,FAMOUS CAT,BURN,1,0.3422,-0.3422,-0.0002,-0.2933
9512,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.2955
9513,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.2977
9514,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.2997
9515,random,ROBOT BUILD NETWORK HEAR,PLAN,1,0.2180,-0.2180,0.0172,-0.2956
9516,random,CALM WOLF,BURN,1,0.3376,-0.3376,-0.0004,-0.2977
9517,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.2997
9518,random,DEAD LEADER GROW,BURN,1,0.2718,-0.2718,0.0003,-0.2983
9519,random,WATER FALL BURN BURN,BURN,1,0.1340,-0.1340,0.0020,-0.2901
9520,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.2925
9521,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.2948
9522,random,ASHAMED,INSECT BURN,0,1.4195,-1.4195,-1.4780,-0.3511
9523,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3504
9524,random,OBEDIENT CHILD SPREAD,BURN,1,0.3341,-0.3341,0.0010,-0.3496
9525,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3490
9526,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3485
9527,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3480
9528,random,TRUTH GROW SPREAD,SPREAD,1,0.1516,-0.1516,0.0018,-0.3382
9529,random,ERROR FAIL,SPREAD,1,0.1978,-0.1978,0.0005,-0.3311
9530,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3315
9531,random,LANGUAGE GROW GROW SPREAD,SPREAD,1,0.1548,-0.1548,0.0014,-0.3227
9532,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3235
9533,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3242
9534,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3249
9535,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3256
9536,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3262
9537,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3268
9538,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3274
9539,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3279
9540,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3284
9541,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3289
9542,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3294
9543,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3298
9544,random,WOOD,BURN,1,0.2030,-0.2030,0.0006,-0.3235
9545,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3242
9546,attacker,FAMOUS POISON,SPREAD,1,0.3107,-0.3107,0.0005,-0.3236
9547,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3243
9548,random,CLEAN BOOK SPREAD BURN GROW BURN,SPREAD,1,0.2818,-0.2818,0.0004,-0.3222
9549,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3230
9550,random,SECRET BORDER SPREAD GROW,SPREAD,1,0.2562,-0.2562,0.0003,-0.3196
9551,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3206
9552,random,PHONE,HEAR PLAN,1,0.2033,-0.2033,0.1164,-0.3147
9553,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3159
9554,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3170
9555,random,OUTCAST CROWD FALL GROW BURN HEAR,PLAN BURN,1,0.2809,-0.2809,0.0033,-0.3152
9556,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3164
9557,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3174
9558,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3185
9559,random,CALM DOG HEAR DUST MOVE,BIRD BURN,1,0.2323,-0.2323,0.0730,-0.3142
9560,random,BOOK FALL GROW FALL BURN,SPREAD,1,0.2462,-0.2462,0.0010,-0.3108
9561,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3122
9562,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3135
9563,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3147
9564,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3159
9565,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3170
9566,random,REBELLIOUS SOLDIER,BURN,1,0.3394,-0.3394,-0.0002,-0.3181
9567,random,FIRE BURN GROW,BURN,1,0.1359,-0.1359,0.0018,-0.3090
9568,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3105
9569,random,WOMAN,BURN,1,0.2394,-0.2394,0.0006,-0.3069
9570,random,CHAOTIC COMPUTER HEAR WEAPON BREAK COMPLEX,KEY FAIL,1,0.2604,-0.2604,0.0353,-0.3046
9571,attacker,DIRTY,MAP BURN,1,0.4511,-0.4511,-0.2088,-0.3119
9572,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3132
9573,random,VAST TIME,SPREAD,1,0.3054,-0.3054,0.0000,-0.3128
9574,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3141
9575,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3153
9576,random,SYSTEM,SPREAD,1,0.2105,-0.2105,0.0002,-0.3101
9577,random,ASHAMED MAN BURN CARRY VAST DIRTY,MAP BURN,1,0.2525,-0.2525,0.0860,-0.3072
9578,random,TRAPPED LEADER,BURN,1,0.3349,-0.3349,-0.0003,-0.3086
9579,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3101
9580,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3115
9581,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3128
9582,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3141
9583,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3153
9584,random,DIRTY LEADER EAT TRAPPED,BIRD BURN,1,0.2377,-0.2377,0.1848,-0.3114
9585,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3128
9586,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3140
9587,random,DENSE CLOCK HEAR,PLAN,1,0.3507,-0.3507,-0.0207,-0.3159
9588,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3170
9589,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3181
9590,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3191
9591,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3200
9592,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3209
9593,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3218
9594,random,SECRET,TIME SPREAD,1,0.4313,-0.4313,-0.2539,-0.3273
9595,random,REBELLIOUS,SEED BURN,0,1.4079,-1.4079,-2.2017,-0.3813
9596,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3792
9597,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3771
9598,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3752
9599,random,FOOD FALL BURN FALL,BURN,1,0.1358,-0.1358,0.0018,-0.3632
9600,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3620
9601,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3608
9602,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3597
9603,random,PATTERN FAIL,SPREAD,1,0.1978,-0.1978,0.0009,-0.3516
9604,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3509
9605,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3503
9606,random,POWER SPREAD,SPREAD,1,0.1045,-0.1045,0.0021,-0.3380
9607,random,ERROR GROW SPREAD GROW,SPREAD,1,0.1669,-0.1669,0.0005,-0.3294
9608,random,DRONE FAIL,FAIL,1,0.1072,-0.1072,0.0081,-0.3183
9609,random,LANGUAGE GROW,SPREAD,1,0.2020,-0.2020,0.0004,-0.3125
9610,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3138
9611,random,AUTOMATED,KEY SPREAD,1,0.3416,-0.3416,-0.0058,-0.3152
9612,random,OUTCAST CROWD,BURN,1,0.3028,-0.3028,0.0002,-0.3146
9613,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3157
9614,random,CHANCE GROW GROW SPREAD SPREAD,SPREAD,1,0.1578,-0.1578,0.0013,-0.3078
9615,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3094
9616,random,ENGINE UPDATE,SYSTEM,1,0.2179,-0.2179,0.2177,-0.3048
9617,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3065
9618,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3081
9619,random,STRANGER BURN HEAR DEAD COMPLEX,SOLDIER BURN,0,1.1671,-1.1671,-1.8315,-0.3510
9620,random,SOLDIER,BURN,1,0.2240,-0.2240,0.0014,-0.3447
9621,random,ERROR,SPREAD,1,0.2312,-0.2312,0.0002,-0.3390
9622,random,FIRE GROW,BURN,1,0.1731,-0.1731,0.0017,-0.3307
9623,random,ROBOT FALL UPDATE CLEAN,WEAPON FALL,1,0.2540,-0.2540,0.2744,-0.3269
9624,random,BIG GUARD BUILD TRUSTED TRAPPED,INSECT BURN,1,0.2455,-0.2455,0.4345,-0.3228
9625,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3236
9626,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3243
9627,random,DOG BURN KNOW,HORSE BURN,1,0.0545,-0.0545,0.8746,-0.3108
9628,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3122
9629,random,STONE FALL BURN BURN,BURN,1,0.1341,-0.1341,0.0019,-0.3033
9630,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3050
9631,random,IDENTITY SPREAD SPREAD GROW SPREAD,SPREAD,1,0.1514,-0.1514,0.0012,-0.2973
9632,random,CAR FAIL SEE GUARD,FAIL,1,0.1846,-0.1846,0.0072,-0.2917
9633,random,POWER SPREAD GROW SPREAD GROW GROW,SPREAD,1,0.1595,-0.1595,0.0004,-0.2851
9634,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.2878
9635,random,POWER,SPREAD,1,0.2134,-0.2134,0.0001,-0.2840
9636,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.2868
9637,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.2893
9638,random,CORRUPTED,MAP SPREAD,0,1.4885,-1.4885,-2.0119,-0.3493
9639,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3487
9640,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3482
9641,random,TRUSTED,INSECT SPREAD,1,0.3366,-0.3366,0.0041,-0.3476
9642,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3472
9643,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3467
9644,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3463
9645,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3459
9646,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3455
9647,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3452
9648,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3448
9649,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3445
9650,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3442
9651,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3439
9652,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3436
9653,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3433
9654,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3431
9655,random,STRANGER WANT MAN,BURN,1,0.2340,-0.2340,0.0015,-0.3376
9656,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3377
9657,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3377
9658,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3377
9659,attacker,DIRTY,WEAPON BURN,1,0.4289,-0.4289,-0.1658,-0.3423
9660,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3421
9661,random,DULL CLOCK HEAR FAMOUS TRAPPED,GUARD FAIL,1,0.3247,-0.3247,0.0274,-0.3412
9662,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3411
9663,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3409
9664,random,WOMAN SEE,BIRD BURN,1,0.1721,-0.1721,0.1323,-0.3325
9665,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3328
9666,random,ALGORITHM GROW GROW GROW,SPREAD,1,0.2337,-0.2337,0.0004,-0.3278
9667,random,SEED,BURN,1,0.2049,-0.2049,0.0010,-0.3217
9668,random,CLEAN STONE BURN BURN BURN GROW,BURN,1,0.2337,-0.2337,0.0007,-0.3173
9669,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3183
9670,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3193
9671,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3203
9672,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3212
9673,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3220
9674,random,NETWORK SPREAD,SPREAD,1,0.1007,-0.1007,0.0020,-0.3110
9675,random,PROUD,INSECT SPREAD,0,1.3366,-1.3366,-0.2633,-0.3622
9676,random,ORDERED BORDER SPREAD GROW GROW GROW,SPREAD,1,0.2605,-0.2605,0.0003,-0.3572
9677,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3562
9678,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3553
9679,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3545
9680,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3537
9681,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3529
9682,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3522
9683,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3515
9684,random,HORSE,BURN,1,0.2156,-0.2156,0.0019,-0.3447
9685,random,CAMERA SEE SLOW FAMOUS INSECT,FAIL,1,0.3653,-0.3653,-0.0019,-0.3457
9686,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3453
9687,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3450
9688,random,ROBOT BUILD CHAOTIC,MAP,1,0.3274,-0.3274,0.0226,-0.3441
9689,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3438
9690,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3435
9691,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3433
9692,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3430
9693,random,BOOK BURN FALL FALL SPREAD GROW,SPREAD,1,0.1981,-0.1981,0.0004,-0.3358
9694,random,POWER GROW GROW GROW GROW,SPREAD,1,0.2268,-0.2268,0.0008,-0.3303
9695,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3307
9696,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3311
9697,random,VAST BIRD KNOW ROOM EAT STRONG,MAP BURN,0,1.2970,-1.2970,-3.1843,-0.3794
9698,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3773
9699,attacker,DIRTY,INSECT BURN,0,1.4327,-1.4327,-1.0624,-0.4301
9700,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.4255
9701,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.4212
9702,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.4170
9703,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.4131
9704,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.4093
9705,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.4058
9706,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.4024
9707,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3992
9708,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3962
9709,random,ORDERED SEED MOVE,CAT BURN,1,0.2720,-0.2720,0.2337,-0.3899
9710,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3874
9711,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3849
9712,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3826
9713,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3804
9714,random,CAMERA MOVE INSECT UPDATE VAST SIMPLE,SIGNAL FAIL,0,1.3278,-1.3278,-0.9142,-0.4277
9715,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.4233
9716,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.4190
9717,random,SIGNAL SPREAD,SPREAD,1,0.1020,-0.1020,0.0021,-0.4032
9718,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3999
9719,random,CAR FAIL SEE,HORSE SEE INSECT FAIL,1,0.1060,-0.1060,3.9004,-0.3852
9720,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3829
9721,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3806
9722,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3785
9723,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3765
9724,random,CROWD,BURN,1,0.2322,-0.2322,0.0016,-0.3693
9725,random,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3677
9726,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3663
9727,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3649
9728,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3635
9729,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3623
9730,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3611
9731,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3599
9732,random,SENSOR GENERATE ENCRYPTED DORMANT,SYSTEM FAIL,0,1.2750,-1.2750,-2.2672,-0.4057
9733,random,DEBT,SPREAD,1,0.2036,-0.2036,0.0004,-0.3956
9734,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3927
9735,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3900
9736,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3874
9737,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3850
9738,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3826
9739,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3804
9740,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3783
9741,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3763
9742,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3744
9743,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3726
9744,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3709
9745,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3692
9746,random,DORMANT,DRONE FAIL,1,0.4600,-0.4600,-0.0926,-0.3738
9747,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3720
9748,random,WOLF WANT STONE BURN RUN MOVE,BIRD BURN,1,0.1175,-0.1175,0.1442,-0.3593
9749,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3582
9750,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3572
9751,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3563
9752,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3554
9753,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3545
9754,random,NETWORK SPREAD,SPREAD,1,0.1007,-0.1007,0.0021,-0.3418
9755,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3417
9756,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3415
9757,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3413
9758,random,OUTCAST LEADER FALL FALL BREAK,MAP BURN,1,0.2489,-0.2489,0.1936,-0.3367
9759,random,TIME FAIL,SPREAD,1,0.1816,-0.1816,0.0010,-0.3290
9760,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3294
9761,random,FEAR,SPREAD,1,0.2077,-0.2077,0.0003,-0.3233
9762,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3241
9763,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3248
9764,random,CAMERA HEAR HORSE,FAIL,1,0.2681,-0.2681,0.0035,-0.3220
9765,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3228
9766,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3235
9767,random,CHILD MOVE,BIRD BURN,1,0.1349,-0.1349,0.0888,-0.3141
9768,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3153
9769,random,AUTOMATED CAR ENCODE DEBT GENERATE SECRET,SIGNAL FAIL,1,0.2584,-0.2584,0.1026,-0.3125
9770,random,MAN BETRAY ELDER MOVE STONE TRADE,BIRD BURN,0,1.1782,-1.1782,-1.2295,-0.3558
9771,random,SYSTEM,SPREAD,1,0.2105,-0.2105,0.0003,-0.3485
9772,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3480
9773,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3475
9774,random,PHONE MOVE,BIRD FALL,1,0.1814,-0.1814,0.2490,-0.3392
9775,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3392
9776,random,STRANGER CARRY CLEAN SMALL METAL,BURN,1,0.2793,-0.2793,0.0002,-0.3362
9777,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3363
9778,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3364
